name,category,style,abv,ibu,srm
The Livery Dunkel Weizen,Other Style,Light American Wheat Ale or Lager,5.25,0.0,0.0
The Lonely Guy India Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
The Only Oat Malt Stout In The World,North American Ale,American-Style Stout,0.0,0.0,0.0
The Oracle DIPA,North American Ale,Imperial or Double India Pale Ale,0.0,0.0,0.0
The Physics,British Ale,Extra Special Bitter,5.0,0.0,0.0
The Public,North American Ale,American-Style Pale Ale,6.0,0.0,0.0
The Unforgiven Amber Ale,North American Ale,American-Style Amber/Red Ale,5.800000190734863,0.0,0.0
The Vermonster,North American Ale,American-Style Barley Wine Ale,10.0,0.0,0.0
The Wise ESB,British Ale,Extra Special Bitter,5.900000095367432,0.0,0.0
The Yank Cream Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Third Coast Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Third Stone Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Thirsty IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Thomas Kemper HefeWeizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Thomas Kemper Porter,Irish Ale,Porter,0.0,0.0,0.0
Thompson Pale Ale,North American Ale,American-Style Pale Ale,5.5,0.0,0.0
Thoroughbred Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Three Philosophers,Belgian and French Ale,Belgian-Style Quadrupel,9.800000190734863,0.0,0.0
Three Sisters Golden Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Three Stooges Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Three Threads Porter,Irish Ale,Porter,0.0,0.0,0.0
Thunder Head IPA,North American Ale,American-Style India Pale Ale,6.699999809265137,0.0,0.0
Thunder Hole Ale,North American Ale,American-Style Brown Ale,4.800000190734863,0.0,0.0
Thunder Pup Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Thunder Storm,North American Lager,American-Style Lager,5.0,0.0,0.0
Thunder Stout,North American Ale,American-Style Stout,4.949999809265137,0.0,0.0
Thunderhead Amber Ale,North American Ale,American-Style Amber/Red Ale,6.0,0.0,0.0
Thunderhead Schwarz Bier,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Thundermuck Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Tie Die Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Tikka Gold,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
Tilburg's Dutch Brown Ale,Belgian and French Ale,Other Belgian-Style Ales,5.0,0.0,0.0
Tilted Kilt Ale,British Ale,Scotch Ale,0.0,0.0,0.0
Timmermans Forest Fruit,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Timmermans Framboise,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Timmermans Kriek,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Timmermans PÃªche,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Tin Lizzie Hefeweizen,German Ale,South German-Style Hefeweizen,5.5,0.0,0.0
Tip Top Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Titan Porter,Irish Ale,Porter,0.0,0.0,0.0
Toasted Oats & Molasses Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Tokyo*,North American Ale,American-Style Imperial Stout,18.200000762939453,0.0,0.0
Tongerlo Tripple,Belgian and French Ale,Belgian-Style Tripel,8.0,0.0,0.0
Too Cream Stout,British Ale,Sweet Stout,0.0,0.0,0.0
Top Heavy Hefeweizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Topping Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Tornado Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Torpedo Extra IPA,North American Ale,American-Style India Pale Ale,7.199999809265137,0.0,0.0
Torrey Pines IPA,North American Ale,American-Style India Pale Ale,6.800000190734863,0.0,0.0
Trademark English Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Traditional,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Traditional Ale,North American Ale,American-Style Brown Ale,5.0,0.0,0.0
Traditional India Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Trafalgar IPA,North American Ale,American-Style India Pale Ale,6.0,0.0,0.0
Trail Ridge Red,North American Ale,American-Style Amber/Red Ale,4.5,0.0,0.0
Trailside Wheat,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Train Wreck IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Transcendental Wheat Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Trappist Westvleteren 12,Belgian and French Ale,Belgian-Style Quadrupel,11.199999809265137,0.0,0.0
Trappist Westvleteren 8,Belgian and French Ale,Belgian-Style Dubbel,8.0,0.0,0.0
Trappist Westvleteren Blonde,Belgian and French Ale,Other Belgian-Style Ales,5.800000190734863,0.0,0.0
Tripel Ale,Belgian and French Ale,Belgian-Style Tripel,9.600000381469727,0.0,0.0
Triple,Belgian and French Ale,Belgian-Style Tripel,8.399999618530273,0.0,0.0
Triple Citra Hopped Satsuma Wit,Other Style,Fruit Beer,0.0,0.0,0.0
Triple Exultation Old Ale,British Ale,Old Ale,9.699999809265137,0.0,0.0
Triple Nickel Irish Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Tripppleberry Wheat,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Triumphator,German Lager,Traditional German-Style Bock,7.599999904632568,0.0,0.0
Troll Porter,Irish Ale,Porter,0.0,0.0,0.0
Trolleycar Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Trompe La Mort,German Lager,Traditional German-Style Bock,7.400000095367432,0.0,0.0
Tropical Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Troubadour,North American Ale,American-Style Pale Ale,6.5,0.0,0.0
Trumpeter,North American Ale,American-Style Stout,0.0,0.0,0.0
Tundrabeary Ale,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Tusker Premium Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Twelve Days,North American Ale,American-Style Stout,5.5,0.0,0.0
Twisted Thistle India Pale Ale,North American Ale,American-Style Pale Ale,6.099999904632568,0.0,0.0
Two Front Teeth Holiday Ale,Belgian and French Ale,French & Belgian-Style Saison,9.399999618530273,0.0,0.0
Two Hearted Ale,North American Ale,American-Style India Pale Ale,7.0,0.0,0.0
Two Lions Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Two-Hearted Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Uber APA,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Uff-Da Bock,German Lager,Traditional German-Style Bock,6.75,0.0,0.0
Undercover Investigation Shut-Down Ale,North American Ale,American-Style Pale Ale,9.279999732971191,0.0,0.0
Underground IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Unicorn Amber Ale,North American Ale,American-Style Amber/Red Ale,4.0,0.0,0.0
Unimator,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Union Barrel Works Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Union Barrel Works Mai-Bock,German Lager,German-Style Heller Bock/Maibock,0.0,0.0,0.0
Union Barrel Works Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Uno Mas,North American Lager,American-Style Lager,0.0,0.0,0.0
Untouchable Pale Ale,North American Ale,American-Style Pale Ale,5.5,0.0,0.0
Upland Wheat Ale,Other Style,Light American Wheat Ale or Lager,4.5,0.0,0.0
Uptown Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Ur-Bock Hell,German Lager,Traditional German-Style Bock,6.5,0.0,0.0
Ur-Weisse,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Ur-Weizen,German Ale,South German-Style Hefeweizen,5.0,0.0,0.0
Urbock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Urbock 23Â°,German Lager,German-Style Doppelbock,9.600000381469727,0.0,0.0
Urthel Hop-It,Belgian and French Ale,Other Belgian-Style Ales,9.5,0.0,0.0
Urthel Vlaemse Bock,German Lager,Traditional German-Style Bock,7.5,0.0,0.0
Us Heit Dubbel Tarwe Bier,German Ale,South German-Style Weizenbock,0.0,0.0,0.0
VHB,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Vail Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Valhalla Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Valley Brew Pale Wheat,Other Style,Light American Wheat Ale or Lager,4.0,0.0,0.0
Valley Brewing Apricot Ale,Other Style,Fruit Beer,4.0,0.0,0.0
Valley Brewing London Tavern Ale,British Ale,English-Style Pale Mild Ale,4.400000095367432,0.0,0.0
Vanilla Berry Orange,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Velvet ESB,British Ale,Extra Special Bitter,5.199999809265137,0.0,0.0
Very Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Very Special Pale Golden Ale,North American Ale,American-Style Pale Ale,5.900000095367432,0.0,0.0
Victory Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Vienna Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Village Nut Brown Ale,North American Ale,American-Style Brown Ale,6.0,0.0,0.0
Vimalt Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Vintage Ale 1999,British Ale,Old Ale,8.5,0.0,0.0
Voodoo Vator,German Lager,German-Style Doppelbock,9.5,0.0,0.0
Voyageur Extra Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Wachusetts IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Wacko,Other Style,Fruit Beer,4.5,0.0,0.0
Wall Street Wheat Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Warka Strong,North American Lager,American-Style Lager,7.0,0.0,0.0
Warm Welcome Nut Browned Ale,North American Ale,American-Style Brown Ale,6.0,0.0,0.0
Warrior IPA,North American Ale,American-Style India Pale Ale,6.599999904632568,0.0,0.0
Warsteiner Premium Oktoberfest,German Lager,German-Style Oktoberfest,5.900000095367432,0.0,0.0
Warsteiner Premium Verum,German Lager,German-Style Pilsener,4.800000190734863,0.0,0.0
Wasatch Polygamy Porter,Irish Ale,Porter,0.0,0.0,0.0
Wassail Winter Ale,British Ale,Old Ale,0.0,0.0,0.0
Waterloo Dark,North American Lager,American-Style Lager,0.0,0.0,0.0
Watershed IPA,North American Ale,American-Style Strong Pale Ale,7.099999904632568,0.0,0.0
Watou Tripel,Belgian and French Ale,Belgian-Style Tripel,7.5,0.0,0.0
Wazee Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Weathertop Doppelbock,German Lager,Traditional German-Style Bock,7.300000190734863,0.0,0.0
Wee Beast,British Ale,Scotch Ale,7.0,0.0,0.0
Wee Heavier,British Ale,Scotch Ale,9.5,0.0,0.0
Wee Heavy,British Ale,Scotch Ale,0.0,0.0,0.0
Wee Heavy Winter Ale,British Ale,Scotch Ale,0.0,0.0,0.0
Weisen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Weiss,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Weiss Beer,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Weissbier,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Weissbier,North American Lager,American-Style Lager,4.300000190734863,0.0,0.0
Weissbier Hell,German Ale,South German-Style Hefeweizen,5.199999809265137,0.0,0.0
Weisse,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Weisse,North American Lager,American-Style Lager,0.0,0.0,0.0
Weisse Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Weisse Hefe-Weizen,German Ale,South German-Style Hefeweizen,5.400000095367432,0.0,0.0
Weissenheimer Wheat,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Weizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Weizen,North American Lager,American-Style Lager,0.0,0.0,0.0
Weizen Bier,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Weizen Bock,German Ale,South German-Style Weizenbock,10.0,0.0,0.0
Weizenberry,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Weizenbier,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Weizentrumpf,German Ale,South German-Style Hefeweizen,5.5,0.0,0.0
Weizla Hell,German Ale,South German-Style Hefeweizen,5.0,0.0,0.0
WeiÃŸbier,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
WeiÃŸbier Mit Feiner Hefe,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
WeiÃŸbier Pikantus,German Ale,South German-Style Weizenbock,0.0,0.0,0.0
WeiÃŸe,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
WeiÃŸe Export / Helle WeÃŸe,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Wells Bombardier English Bitter,British Ale,Special Bitter or Best Bitter,5.199999809265137,0.0,0.0
Wenceslas,Irish Ale,Porter,0.0,0.0,0.0
WernesgrÃ¼ner Pils Legende,German Lager,German-Style Pilsener,4.900000095367432,0.0,0.0
Weyerbacher Juliet,German Ale,German-Style Brown Ale/Altbier,8.5,0.0,0.0
What the Helles Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Wheat,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Wheat Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Wheat Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Wheat Honey Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Wheat Hook,North American Lager,American-Style Lager,0.0,0.0,0.0
Wheaten Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Whiskey Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Whistle Stop Weiss Beer,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Whistling Pig Hefeweizen,North American Lager,American-Style Lager,4.5,0.0,0.0
White Rock Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Whitetail Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Whitetail Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Whitstable Oyster Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Whose Ear? Red Ale,North American Ale,American-Style Amber/Red Ale,4.0,0.0,0.0
Whoville Weizenbock,German Ale,South German-Style Weizenbock,6.599999904632568,0.0,0.0
Wicked Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Wicked Springfest,German Lager,German-Style Heller Bock/Maibock,0.0,0.0,0.0
Wicked Winter Brew,Other Style,Fruit Beer,0.0,0.0,0.0
Widmer W'08,Other Style,Light American Wheat Ale or Lager,4.900000095367432,0.0,0.0
Wiesen Edel Weisse,German Ale,South German-Style Hefeweizen,6.199999809265137,0.0,0.0
Wigged Pig Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Wild Boar Wild Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Wild Devil Ale,North American Ale,American-Style India Pale Ale,6.699999809265137,0.0,0.0
Wild Mild Ale,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Wild Salmon Pale Ale,North American Ale,American-Style Pale Ale,4.0,0.0,0.0
Wild West Beer,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Wild Wyo Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Wildcat Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Wilderness Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Will-BrÃ¤u Ur-Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Willow Wheat,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Wilmington Roggen Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Wilsteraner Altbier,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Windmill Wheat Ale,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Windy City Pilsner,German Lager,German-Style Pilsener,0.0,0.0,0.0
Wingdam Wheat,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Winnebago Wheat,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Winter Ale,British Ale,Old Ale,5.900000095367432,0.0,0.0
Winter Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Winter Ale,Other Style,Winter Warmer,0.0,0.0,0.0
Winter Cheer,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Winter Delight,British Ale,Old Ale,0.0,0.0,0.0
Winter Fest Beer,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Winter Porter,Irish Ale,Porter,0.0,0.0,0.0
Winter SkÃ¥l,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Winter Warlock Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Winter Warmer,British Ale,Old Ale,5.199999809265137,0.0,0.0
Winter Welcome 2008-2009,Other Style,Winter Warmer,6.0,0.0,0.0
Winter Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Winter White Ale,Belgian and French Ale,Belgian-Style White,5.0,0.0,0.0
Winter-Traum,German Lager,German-Style Oktoberfest,5.400000095367432,0.0,0.0
WinterFish Ale,North American Ale,American-Style Pale Ale,7.5,0.0,0.0
Winterfest,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Winterfest Lager,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Winterfestival,German Lager,German-Style Oktoberfest,5.5,0.0,0.0
Wintertime Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Wintertime Ale 1992,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Wizard's Winter Ale,Other Style,Winter Warmer,6.800000190734863,0.0,0.0
Wolverine Wheat Beer,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Woodchuck Dark and Dry Draft Cider,Other Style,Fruit Beer,5.0,0.0,0.0
Woody Organic IPA,North American Ale,American-Style India Pale Ale,6.199999809265137,0.0,0.0
Wooly Bully,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Workhorse Porter,Irish Ale,Porter,0.0,0.0,0.0
Workingman's Wheat,German Ale,South German-Style Hefeweizen,4.900000095367432,0.0,0.0
Wynona's Big Brown Ale,North American Ale,American-Style Brown Ale,7.300000190734863,0.0,0.0
X Extra Pale Ale,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
X-Tra Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
X-Tra Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
XP Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
XX Black Angus Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
XXX English Ale,North American Ale,American-Style Pale Ale,6.599999904632568,0.0,0.0
XXXXX Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Xingu,German Lager,German-Style Schwarzbier,4.699999809265137,0.0,0.0
Y2KIPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Yards Love Stout,North American Ale,American-Style Stout,4.5,0.0,0.0
Yellow Rose Cream Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Yellowjacket Pale Ale,North American Ale,American-Style Pale Ale,4.5,0.0,0.0
Yeti Special Export,North American Lager,American-Style Lager,7.0,0.0,0.0
Yippee IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Yodeler Weisse,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Yorkshire Stout,North American Ale,American-Style Stout,4.5,0.0,0.0
Yuengling Bock Beer,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Yuletide Porter,Irish Ale,Porter,0.0,0.0,0.0
Z Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Z-U-Later Doppelbock,German Lager,Traditional German-Style Bock,8.0,0.0,0.0
Z.P.A. India Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Zeno Black Lager,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Zephyr Golden Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Ziegenbock Amber,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Ziggy Socky Premium Lager Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Zinnebir,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Zone 7 Porter,Irish Ale,Porter,3.799999952316284,0.0,0.0
Zoo Brew 25,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Zwickel,North American Lager,American-Style Lager,0.0,0.0,0.0
old gak strong ale,British Ale,Old Ale,0.0,0.0,0.0
Ãœber-Sticke Altbier,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
